id,question,option_a,option_b,option_c,option_d,answer,explanation,why_wrong_a,why_wrong_b,why_wrong_c,why_wrong_d,subject,topic,subtopic,tags,question_image_url
pearson_transport_in_plants_practice_53_8d881a2d,All the following involves osmosis except,Water from soil entering a root hair,Water passing from root hair to adjacent cells,Water passing up a xylem vessel element to xylem vessel element above it,Water entering a mesophyll cell from xylem vessel element,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_54_28ebe9e9,A cell is plasmolysed after being kept in a hypertonic solution. What will be present between the cell wall and plasmalemma?,Isotonic solution,Hypertonic solution,Air,Hypotonic solution,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_55_7ea7a3c6,Wilting of a plant results from excessive,Respiration,Photosynthesis,Absorption,Transpiration,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_56_85322ba9,Water moves across a selectively permeable membrane: From to,Region of higher water potential Region of lower water potential,Lower water concentration Higher water concentration,Higher solute concentration Lower solute concentration,Region of higher osmotic potential Region of lower osmotic potential,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_57_dfeea683,"In seed germination, the first phenomenon which takes place is called",Diffusion,Osmosis,Imbibitions,All of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_58_4f2c22e1,Deplasmolysis occurs in a cell when it is placed in,Hypotonic solution,Hypertonic solution,Isotonic solution,Buffer solution,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_59_edf49327,Grapes immersed in water would shrink if,Water contains salts,Water contains starch,Water is cold,Water is hot,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_60_947ed7b8,Plant cells submerged in distilled water will become,Turgid,Flaccid,Plasmolysed,Impermeable,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_61_4e4fd29b,The plants face water stress due to the use of excessive fertilizers because of,Exosmosis,Endosmosis,Imbibitions,None of these,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_62_4104a281,"You are given three cells such as a root hair, a cell of the inner cortical layer and a cell of the mesophyll. Arrange them in the ascending order of DPD.",Root hair < Cortical cell < Mesophyll,Cortical cell < Mesophyll < Root hair,Mesophyll < Root hair < Cortical cell,Root hair < Mesophyll < Cortical cell,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_63_9d0fd9d1,"What will be the direction of movement of water, when solution A having water potential of -9 bars and another solution B of -4 bars is separated by a semi-permeable membrane?",B to A,A to B,Both directions,None,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_64_4fa9cb01,"If the external solution is more dilute than cytoplasm, then the external solution is said to be (a) Hypotonic (b) Hypertonic (c) Isotonic (d) Isothermal",Hypotonic,Hypertonic,Isotonic,Isothermal,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_65_3da66bbe,During plasmolysis,Cell membrane of a plant cell shrinks away from its cell wall,Water first lost from the cytoplasm and then from the vacuoles,Area between cell wall and shrunken protoplast is occupied by outer solution,All the above,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_66_9e70fb1e,What happens when plant cell is put in hypotonic solution?,Cell swells up,Cell undergoes plasmolysis,Cell wall shrinks,Cell will burst,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_67_041b45e5,The pressure exerted by the protoplast due to the entry of water against the rigid cell wall is called,Osmotic potential,Pressure potential,Water potential,Matrix potential,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_68_d3133650,Imbibition is,Special type of diffusion,Osmosis,Facilitated diffusion,Active transport,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_69_e7f2ead8,Imbibition is characterized by,Increase in volume,Release of energy,Increase in pressure,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_70_e2011c88,The best example of imbibition is,Absorption of water by seed,Absorption of water by dry wood,Both a and b,None of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_71_d8cb7da7,Which of the following is correct about imbibitions?,It requires $ \psi\omega $ gradient between the absorbent and the liquid imbibed.,It requires affinity between the absorbent and the liquid.,Imbibition pressure is produced by the swelling of wood and in turn used by prehistoric man to split rocks and boulders.,All the above,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_72_3a7ae130,The path of the movement of water is demonstrated by using,Solution containing pure water,Solution of water and mineral,Dye (colour) dissolved in water,All of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_73_5c09319b,Simple long distance transport cannot be achieved by,Diffusion,Facilitated diffusion,Active transport,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_74_84133cd0,"Water, mineral and food are generally moved by over large distance by",Simple diffusion,Facilitated diffusion,Active transport,Bulk flow or mass flow,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_76_cf24175f,Bulk flow can be achieved by,Positive hydrostatic pressure gradient,Negative hydrostatic pressure gradient (suction),Both a and b,None of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_77_1eebbb3b,Xylem is associated with the translocation of,Water,Mineral,Some organic nitrogen and hormone,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_78_94446d90,Which of the following is incorrect about apoplastic pathway?,Movement of water takes place through intercellular spaces and the walls of cells.,Movement depends on the gradient.,Mass flow occurs due to adhesive and cohesive property of water.,This pathway provides barrier to water movement.,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_79_1199209c,During symplastic pathway water moves through,Cytoplasm,Plasmodesmata,Cell membrane,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_80_08d8b0f9,Which of the following is incorrect about symplastic pathway?,Movement of water is relatively slower.,Movement is down the concentration gradient.,It may be aided by cytoplasmic streaming.,Most of the water flow in root occurs by this pathway.,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_81_2531dd66,Cytoplasmic streaming is easily seen in,Leaf of hydrilla,Leaf of mango,Stem cells of sunflower,Pollen grains,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_82_9c84772e,Movement of water is correctly represented by,Cortex → Root hair (Epidermis) → Xylem → Endodermis → Pericycle,Root hair (Epidermis) → Endodermis → Xylem → Pericycle → Cortex,Root hair (Epidermis) → Cortex → Endodermis → Pericycle → Xylem,Xylem → Cortex → Endodermis → Pericycle → Root hair (Epidermis),C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_83_0feb8bcd,Where is apoplastic movement shifted to symplastic pathway?,Cortex,Endodermis,Pericycle,Xylem,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_84_4aa01338,Which of the following is true about mycorrhizae?,Association between roots and fungus.,Fungal hyphae have very large surface area that absorb water and mineral from the soil.,Roots provide sugar and N-containing compounds to the fungus.,All the above,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_85_c67f119c,Which plant seeds cannot be germinated and established without the presence of mycorrhizae?,Mango,Pulses,Pinus,Selaginella,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_86_1a9982c1,Root pressure develops due to,Passive absorption of ions,Active absorption of ions,Active absorption of glucose,None of these,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_87_a1e581c1,Effect of root pressure is visible,At night,At early morning,When evaporation is low,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_88_74f79919,Guttation is seen in,Vein opening near the tip of grass blade,Leaves of many herbaceous plant,Both a and b,Leaves of trees,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_89_09bd7545,Root pressure contributes to the,Ascent of sap in small herbaceous plants.,Re-establishment of continuous chains of water molecules in the xylem which often breaks down under the enormous tension created by transpiration.,Guttation,All the above,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_90_4c112313,What is the approximate rate of the ascent of sap?,"$ 5 \, m/hr $","$ 15 \, m/hr $","$ 40 \, m/hr $","$ 2 \, m/hr $",B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_91_ba2583d3,How much percentage of water is used for photosynthesis?,1%,2%,3%,4%,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_92_6ba522be,Stomata helps in,Transpiration,Exchange of gases,Both a and b,None of these,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_93_41144695,Transpiration is affected by,Humidity,Wind speed,Light and temperature,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_94_b89c98c0,The plant factor which affects the transpiration are,Number and distribution of stomata,Number of stomata open,Water status of plant,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_95_48cbb35f,Transpiration driven ascent of sap depends mainly on the ___ physical properties of water.,Cohesion,Adhesion,Surface tension,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_96_13c7e02a,"Properties of water which provide high tensile strength (i.e., ability to resist a pulling force) are:",Cohesion,Adhesion,Surface tension,All of these,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_97_d2af9d33,Force generated by transpiration creates pressure sufficient to lift a xylem sized column of water over ___ meters.,130,200,400,500,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_98_4f415183,Sap ascends in woody stems because of the root pressure and,Transpiration pull,Capillarity,Molecular adhesion,Photosynthesis,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_99_97f0569f,Identify the parts A to F in the given figure.,"A-Phloem, B-Diffusion into surrounding air, C-Guard cell, D-Xylem, E-Stomatal pore, F-Palisade","A-Palisade, B-Guard cell, C-Phloem, D-Xylem, E-Diffusion into surrounding air, F-Stomatal pore","A-Stomatal pore, B-Xylem, C-Palisade, D-Diffusion into surrounding air, E-Guard cell, F-Phloem","A-Guard cell, B-Phloem, C-Xylem, D-Stomatal pore, E-Diffusion into surrounding air, F-Palisade",A,Image reference: https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//14089744-84c2-469a-97b5-b56ae7ef674f/markdown_3/imgs/img_in_image_box_314_181_664_379.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A26Z%2F-1%2F%2Feaff3281e92bc246b69eb8ca382b865227bf262218ed3e33fe79e37aecf473c3,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,https://pplines-online.bj.bcebos.com/deploy/official/paddleocr/pp-ocr-vl-16-online//14089744-84c2-469a-97b5-b56ae7ef674f/markdown_3/imgs/img_in_image_box_314_181_664_379.jpg?authorization=bce-auth-v1%2FALTAKDN8mY5KlNI7zaRpLmOqrw%2F2026-06-05T20%3A02%3A26Z%2F-1%2F%2Feaff3281e92bc246b69eb8ca382b865227bf262218ed3e33fe79e37aecf473c3
pearson_transport_in_plants_practice_100_c49ebc55,The most widely accepted explanation for the ascent of sap in tree is,Capillarity,Roll of atmospheric pressure,Pulsating action of living cells,Transpiration cohesion theory of Dixon,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_101_c71553a1,The path of water from soil up to secondary xylem is,Soil $ \rightarrow $ Root hair cell wall $ \rightarrow $ Cortex $ \rightarrow $ Endodermis $ \rightarrow $ Pericycle $ \rightarrow $ Protoxylem $ \rightarrow $ Metaxylem,Metaxylem $ \rightarrow $ Protoxylem $ \rightarrow $ Cortex $ \rightarrow $ Soil $ \rightarrow $ Root hair,Cortex $ \rightarrow $ Root hair $ \rightarrow $ Endodermis $ \rightarrow $ Pericycle $ \rightarrow $ Protoxylem $ \rightarrow $ Metaxylem,Pericycle $ \rightarrow $ Soil $ \rightarrow $ Root hair $ \rightarrow $ Cortex $ \rightarrow $ Endodermis $ \rightarrow $ Protoxylem $ \rightarrow $ Metaxylem,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_102_eb382b06,A plant with well-washed roots is placed in a beaker of water diluted with red ink. The red colour travels up the stem and into the leaf veins. Which of the following should be the correct explanation of the uptake of red ink into the roots?,The red ink entered the root hairs by osmosis.,The molecules of red ink is diffused into the root hairs.,The membranes of the root hairs are destroyed and the red ink could enter.,The molecules of red ink passed from a region of low concentration to one of high concentration.,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_103_bb781403,Exudation of xylem is due to,Passive absorption,Root pressure,Guttation,Presence of transpiration,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_104_87795e16,By what mechanism does water moves through vessels and tracheids of root stem and leaves?,Osmotic flow,Bulk flow,Gravity flow,Imbibition,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_105_5e5905b4,"When the cut end of a shoot is placed in a solution of safranin, the presence of dye could be located in",Cortex,Tracheid elements,Phloem,Pith,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_106_ba7aeeea,Bulk flow of water occurs through,Living cells,Cell vacuoles,Apparent free spaces,Plasmodesmata,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_107_2c24a912,The continuity of water column in xylem is maintained due to the,Presence of air bubbles,Cohesive property of water,Evaporation power of water,None of these,B,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_108_63c6970f,The chief role of transpiration in plants is to cause,Loss of surplus water,Cooling of the plant,Rapid ascent of sap,Rapid rise of minerals,C,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_109_78416837,The loss of water in the form of vapour from the aerial plant parts is known as,Osmosis,Respiration,Photosynthesis,Transpiration,D,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
pearson_transport_in_plants_practice_110_878f8ea1,Guard cells are found in,Stomata,Root tips,Ovary,Lenticels,A,,,,,,Biology,Transport in Plants,Practice,Pearson 2019; Practice,
